TIME_MESSAGE,MESSAGE,REGION,MESSAGE TYPE,CATEGORY
2023-04-24 4:00:37 AM,[NSO Update] Mindanao Grid-04/24/2023 04:00: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CMIN,other,weather
2023-04-24 3:59:42 AM,[NSO Update] Visayas Grid-04/24/2023 03:58: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CVIS,other,weather
2023-04-24 12:37:13 AM,Luzon Grid-04/24/2023 00:36: Bacman 230kV Bus 2 - energized at 0035H. (Unplanned Outage)  [WEBSMS],CLUZ,outage,line
2023-04-24 12:29:46 AM,Luzon Grid-04/24/2023 00:29: Bacman 230kV Bus 2 - de-energized at 0025H. Momentary shutdown to facilitate normalization of Bacman Unit 3.  [WEBSMS],CLUZ,outage,line
2023-04-23 11:59:09 PM,"Mindanao Grid-04/23/2023 23:59: Nabunturan SS 138KV Bus 2 reenergized at 2355H, Planned outage/ PO00AC / Non-GOMP. P & E requested shutdown under MUSP 1.  [WEBSMS]",CMIN,outage,plant
2023-04-23 10:27:08 PM,"Mindanao Grid-04/23/2023 22:25: WMPC DG10 and DG04 cut-out at 2209H and 2214H, respectively from RPS; System Voltage Requirement.  [WEBSMS]",CMIN,outage,plant
2023-04-23 6:40:11 PM,Luzon Grid-04/23/2023 18:32: Manila (Paco)-Muntinlupa(Sucat) 230kV Line was restored at 1831H (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2023-04-23 5:57:12 PM,"[NSO Update] Mindanao Grid-04/23/2023 17:57: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2988MW, PK=2036MW, RR=36MW, NetOpMargin: EVE=916 Highest Unit O/L: GNPK U1&U4 @138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @47.5MW, MA2 @29.5MW, AG1 @52MW, AG2 @38MW, AG4 @107MW, AG6 @124MW, AG7 @30MW, PG4 @132MW [WEBSMS]",CMIN,other,plant
2023-04-23 5:57:04 PM,"[NSO Update] Visayas Grid-04/23/2023 17:55: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2401MW, PK=1993MW, RR=0MW, NetOpMargin: EVE=368 Highest Unit O/L: THVI U1&U2 @169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @330MW [WEBSMS]",CVIS,other,plant
2023-04-23 5:56:48 PM,"[NSO Update] Luzon Grid-04/23/2023 17:51: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=13133MW, PK=10344MW, RR=40MW, NetOpMargin: EVE=2749 Highest Unit O/L: GNPD U1&U2 @668MW Derated Plant: CLC1 @150MW, CLC2 @180MW, MSLC2 @325MW, MSLC3 @315MW, SUAL 1 @580MW [WEBSMS]",CLUZ,other,plant
2023-04-23 5:53:27 PM,Mindanao Grid-04/23/2023 17:52: WMPC DG10 cut-in at 1751H for RPS; System Voltage Requirement.  [WEBSMS],CMIN,other,plant
2023-04-23 5:38:41 PM,Mindanao Grid-04/23/2023 17:39: King Energy Jimenez (KGI) Unit 1 cut-out at 1733H from RPS; System Voltage Requirement. RPS out: 1732H.  [WEBSMS],CMIN,outage,plant
2023-04-23 5:23:26 PM,Luzon Grid-04/23/2023 17:21: Daraga-Tiwi Plant A 230kV Line restored at 1718H (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2023-04-23 4:50:04 PM,Mindanao Grid-04/23/2023 16:47: Bislig SS 138/ 69/ 13.8kV 50MVA Power Transformer no.2 restored at 1639H. Planned Outage / Non-GOMP.  [WEBSMS],CMIN,restoration,transformer
2023-04-23 4:45:06 PM,Mindanao Grid-04/23/2023 16:45: Bislig SS 138/ 69/ 13.8kV 50MVA Power Transformer no.2 restored at 1639H  [WEBSMS],CMIN,restoration,transformer
2023-04-23 4:43:51 PM,Visayas Grid-04/23/2023 16:41: Mandaue GIS. Manually closed 69 KV 5CB04(7XF01MAN) serving Guizo and NRA fdr at 1639H.  [WEBSMS],CVIS,other,plant
2023-04-23 4:21:42 PM,Mindanao Grid-04/23/2023 16:22: Toril-Matanao 138kV Line 2 restored at 1614H. Planned Outage / GOMP.  [WEBSMS],CMIN,restoration,line
2023-04-23 4:20:05 PM,"Visayas Grid-04/23/2023 16:20: Compostela SS. 30 MVAR reactor energized at 1619H, pre-arranged activity completed.  [WEBSMS]",CVIS,other,transformer
2023-04-23 3:38:17 PM,Luzon Grid-04/23/2023 15:37: GMEC Unit 2 online at 1536H (Unplanned Outage)  [WEBSMS],CLUZ,restoration,plant
2023-04-23 2:30:13 PM,Mindanao Grid-04/23/2023 14:30: WMPC DG04 cut-in 1351H as RPS; System Voltage Requirement.  [WEBSMS],CMIN,other,plant
2023-04-23 1:56:32 PM,Mindanao Grid-04/23/2023 13:53: WMPC DG4 cut-in at 1351H. RPS: System voltage requirement. [WEBSMS],CMIN,other,plant
2023-04-23 1:23:10 PM,Luzon Grid-04/23/2023 13:20: Currimao-Laoag 115kV Line restored at 1319H (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2023-04-23 12:59:52 PM,Mindanao Grid-04/23/2023 13:00: AGC cut-in at 1257H. From FO. [WEBSMS],CMIN,other,plant
2023-04-23 12:53:09 PM,"[NSO Update] Luzon Grid-04/23/2023 12:47: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=13819MW, PK=9841MW, RR=80MW, NetOpMargin: PM=3898, EVE=2596 Highest Unit O/L: GNPD 1 & 2 @ 668MW Derated Plant: Calaca 1 @ 100MW, Calaca 2 @ 180MW, Masinloc 2 @ 325MW, Masinloc 3 @ 315MW, Sual 1 @ 580MW [WEBSMS]",CLUZ,other,plant
2023-04-23 12:48:07 PM,"[NSO Update] Mindanao Grid-04/23/2023 12:46: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=3035MW, PK=1892MW, RR=46MW, NetOpMargin: PM=1098, EVE=898 Highest Unit O/L: GNPK 1 & 4 @ 138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @47.5MW, MA2 @29.5MW, AG1 @52MW, AG2 @38MW, AG4 @107MW, AG6 @124MW, AG7 @30MW, PG4 @132MW [WEBSMS]",CMIN,other,plant
2023-04-23 12:47:22 PM,"[NSO Update] Visayas Grid-04/23/2023 12:45: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2605MW, PK=1914MW, RR=40MW, NetOpMargin: PM=651, EVE=236 Highest Unit O/L: THVI 1 & 2 @ 169MW Derated Plant: TPC Thermal @ 82MW, EDC Total @ 330MW, PGPP 1 @ 110MW [WEBSMS]",CVIS,other,plant
2023-04-23 12:43:07 PM,Mindanao Grid-04/23/2023 12:42: AGC (Lake Mainit Hydro) trip at 1233H. Ind.: Shutdown for External: 50BF. [WEBSMS],CMIN,outage,plant
2023-04-23 8:52:49 AM,Mindanao Grid-04/23/2023 08:49: Bislig SS 138/ 69/ 13.8kV 50MVA Power Transformer no.2 shutdown at 0830H. Planned Outage / Non-GOMP.  [WEBSMS],CMIN,outage,transformer
2023-04-23 7:49:25 AM,Mindanao Grid-04/23/2023 07:47: Bislig-Nabunturan 138kV Line shutdown at 0712H. Planned Outage / Non-GOMP.  [WEBSMS],CMIN,outage,line
2023-04-23 7:39:25 AM,Mindanao Grid-04/23/2023 07:37: Toril-Matanao 138kV Line 2 shutdown at 0705H. Planned Outage / GOMP.  [WEBSMS],CMIN,outage,line
2023-04-23 7:35:10 AM,"Visayas Grid-04/23/2023 07:35: Compostela SS. 30 MVAR reactor de-energized at 0732H, pre-arranged.  [WEBSMS]",CVIS,outage,transformer
2023-04-23 7:21:13 AM,Luzon Grid-04/23/2023 07:20: Currimao-Laoag 115kV Line de-energized at 0718H (Planned Outage)  [WEBSMS],CLUZ,outage,line
2023-04-23 6:37:51 AM,Luzon Grid-04/23/2023 06:36: Daraga-Tiwi Plant A 230kV Line de-energized at 0635H (Planned Outage)  [WEBSMS],CLUZ,outage,line
2023-04-23 6:14:29 AM,Luzon Grid-04/23/2023 06:13: Manila (Paco)-Muntinlupa(Sucat) 230kV Line de-energized at 0613H (Planned Outage)  [WEBSMS],CLUZ,outage,line
2023-04-23 6:04:18 AM,"[NSO Update] Mindanao Grid-04/23/2023 06:00: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=3048MW, PK=1795MW, RR=50MW, NetOpMargin: AM=1202, PM=1099, EVE=931 Highest Unit O/L: GNPK 1 & 4 @ 138MW Derated Plant: DCP @264.45MW, MCC @100MW, MCO @270MW, MPC @40MW, MA1 @47.5MW, MA2 @29.5MW, AG1 @52MW, AG2 @38MW, AG4 @107MW, AG6 @124MW, AG7 @30MW, PG4 @132MW [WEBSMS]",CMIN,other,plant
2023-04-23 5:57:49 AM,"[NSO Update] Visayas Grid-04/23/2023 05:55: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2645MW, PK=1865MW, RR=40MW, NetOpMargin: AM=740, PM=710, EVE=270 Highest Unit O/L: THVI U1&U2 @169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @330MW [WEBSMS]",CVIS,other,plant
2023-04-23 5:54:29 AM,"[NSO Update] Luzon Grid-04/23/2023 05:53: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=14018MW, PK=9487MW, RR=80MW, NetOpMargin: AM=4451, PM=4172, EVE=2914 Highest Unit O/L: GNPD U1&U2 @668MW Derated Plant: CLC1 @100MW, CLC2 @180MW, MSLC2 @325MW, MSLC3 @315MW, SUAL 1 @580MW  [WEBSMS]",CLUZ,other,plant
2023-04-23 5:02:47 AM,Mindanao Grid-04/23/2023 05:03: NagaMin SS SVC restored at 0458H from Planned Outage / Non-GOMP.  [WEBSMS],CMIN,restoration,plant
2023-04-23 4:23:36 AM,Visayas Grid-04/23/2023 04:21: Mandaue GIS. Manually opened 69 KV 5CB04(7XF01MAN) serving Guizo and NRA fdr at 0055H due to low gas pressure.  [WEBSMS],CVIS,other,plant
2023-04-23 4:17:31 AM,[NSO Update] Mindanao Grid-04/23/2023 04:15: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CMIN,other,weather
2023-04-23 4:14:33 AM,[NSO Update] Visayas Grid-04/23/2023 04:14: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CVIS,other,weather
2023-04-23 4:14:23 AM,[NSO Update] Luzon Grid-04/23/2023 04:13: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CLUZ,other,weather
2023-04-23 4:13:14 AM,Luzon Grid-04/23/2023 04:13: San Jose 230kV Bus 1 was energized at 0407H (Planned Outage)  [WEBSMS],CLUZ,outage,line
2023-04-23 3:21:18 AM,Mindanao Grid-04/23/2023 03:21: Lake Mainit Hydro (AGC) tripped at 0203H with gross generation of 8.4MW. Fault Indication (at Lake Mainit): Overfrequency. Note: Highest system frequency prior to tripping of Lake Mainit is 60.310Hz occurred at 020328H.  [WEBSMS],CMIN,outage,plant
2023-04-23 2:45:46 AM,Mindanao Grid-04/23/2023 02:43: Lake Mainit Hydro (AGC) cut-in at 0229H. From unplanned outage.  [WEBSMS],CMIN,outage,plant
2023-04-23 2:27:23 AM,Mindanao Grid-04/23/2023 02:23: Lake Mainit Hydro (AGC) tripped at 0203H with gross generation of 8.4MW. Fault Indication (at Lake Mainit): Overfrequency  [WEBSMS],CMIN,outage,plant
2023-04-23 1:43:59 AM,Mindanao Grid-04/23/2023 01:40: Lake Mainit Hydro Plant (AGC) tripped at 2052H (22 Apr 2023) due Local Back-up Relay Trip fault indication. Re-synchronized at 2123H.  [WEBSMS],CMIN,restoration,plant
2023-04-22 11:54:11 PM,"Mindanao Grid-04/22/2023 23:53: Surallah Power Generation Inc (SPGI) declared on forced outage at 1605H (from outside management control). After restoration Tacurong-Surallah 69 kV feeder, SPGI was unable to cut-in back to grid due to boiler problem.  [WEBSMS]",CMIN,outage,line
2023-04-22 11:52:14 PM,Mindanao Grid-04/22/2023 23:50: Surallah Power Generation Inc (SPGI) with gross generation of 5.97MW isolated at 1557H affected by tripping of customer-owned Tacurong-Surallah 69kV feeder (outside management control).  [WEBSMS],CMIN,outage,plant
2023-04-22 11:28:49 PM,Mindanao Grid-04/22/2023 23:29: NagaMin SS SVC on shutdown starting 2321H. Planned Outage / Non-GOMP.  [WEBSMS],CMIN,outage,plant
2023-04-22 11:03:50 PM,Mindanao Grid-04/22/2023 23:03: Nabunturan SS 138 / 69/ 13.8 kV 100MVA Power Transformer no.1 energized at 2258H from Panned Outage / Non-GOMP.  [WEBSMS],CMIN,outage,transformer
2023-04-22 11:03:49 PM,Mindanao Grid-04/22/2023 23:01: Nabunturan SS 138kV Bus no.1 energized at 2257H from Planned Outage / Non-GOMP.  [WEBSMS],CMIN,outage,line
2023-04-22 10:25:25 PM,Mindanao Grid-04/22/2023 22:23: WMPC DG05 cut-out at 2214H. From RPS.  [WEBSMS],CMIN,outage,plant
2023-04-22 10:22:36 PM,Mindanao Grid-04/22/2023 22:22: WMPC DG10 cut-out at 2204H. From RPS.  [WEBSMS],CMIN,outage,plant
2023-04-22 10:02:03 PM,Mindanao Grid-04/22/2023 22:00: King Energy Jimenez (KGI) Unit 1 cut-out at 2155H from RPS; System Voltage Requirement. RPS out: 2153H.  [WEBSMS],CMIN,outage,plant
2023-04-22 9:13:42 PM,Mindanao Grid-04/22/2023 21:13: Lake Mainit Hydro (AGC) tripped at 2052H with gen. loss of 8.5 MW due to local breaker back-up relay trip indication. Frequency dropped to a low of 59.7448 Hz.  [WEBSMS],CMIN,outage,plant
2023-04-22 7:18:28 PM,Luzon Grid-04/22/2023 19:17: Malaya 300MVA T01 - restored at 1915H (Planned Outage)  [WEBSMS],CLUZ,restoration,transformer
2023-04-22 6:35:36 PM,"[NSO Update] Mindanao Grid-04/22/2023 18:35: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2996MW, PK=2069MW, RR=36MW, NetOpMargin: EVE=891 Highest Unit O/L: Derated Plant: DCP @264.45MW, MCC @100MW, MCO @270MW, MPC @40MW, MA1 @47.5MW, MA2 @31.5MW, AG1 @52MW, AG2 @38MW, AG4 @107MW, AG6 @124MW, AG7 @30MW, PG4 @140MW [WEBSMS]",CMIN,other,plant
2023-04-22 6:30:40 PM,"[NSO Update] Visayas Grid-04/22/2023 18:28: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2327MW, PK=2041MW, RR=40MW, NetOpMargin: EVE=246 Highest Unit O/L: THVI U1&U2 @169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @328MW  [WEBSMS]",CVIS,other,plant
2023-04-22 6:25:05 PM,"[NSO Update] Luzon Grid-04/22/2023 18:21: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=12369MW, PK=10462MW, RR=40MW, NetOpMargin: EVE=1868 Highest Unit O/L: GNPD U1&U2 @668MW Derated Plant: CLC2 @110MW, GMEC 1 @316MW, MSLC2 @330MW, MSLC3 @305MW, SUAL 1 @580MW, SCPC 3 @105MW  [WEBSMS]",CLUZ,other,plant
2023-04-22 6:12:13 PM,Mindanao Grid-04/22/2023 18:11: Tagoloan - Villanueva 138KV line 1 restored at 1802H. Planned outage/PO00AA/GOMP.  [WEBSMS],CMIN,restoration,line
2023-04-22 6:07:13 PM,Mindanao Grid-04/22/2023 18:07: Tagoloan-Opol 138kV Line restored at 1757H.    Planned Outage. PO00AA / GOMP.  [WEBSMS],CMIN,restoration,line
2023-04-22 5:13:51 PM,Mindanao Grid-04/22/2023 17:14: WMPC DG04 cut-out at 1704H from RPS; System Voltage Requirement.  [WEBSMS],CMIN,outage,plant
2023-04-22 4:48:18 PM,Luzon Grid-04/22/2023 16:45: Casecnan-Nagsaag 230kV Line 2 restored at 1644H (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2023-04-22 4:33:20 PM,Mindanao Grid-04/22/2023 16:32: Toril - Matanao 138KV Line 1 restored at 1625H. Planned outage/ PO00AA/GOMP.  [WEBSMS],CMIN,restoration,line
2023-04-22 4:04:56 PM,Mindanao Grid-04/22/2023 16:04: Lake Mainit Hydro Plant (AGC) tripped at 1543H due to all speed signal fault indication. Frequency dipped to a low of 59.8548 Hz. Re-synchronized at 1559H.  [WEBSMS],CMIN,restoration,plant
2023-04-22 3:59:56 PM,"Mindanao Grid-04/22/2023 15:59: Toril SS Bus 2 reenergized at 1557H as requested by Zende Zafra and  clearance from Jan Mycko Nob, MTD-B PSDS .  [WEBSMS]",CMIN,other,plant
2023-04-22 3:44:54 PM,Luzon Grid-04/22/2023 15:44: Balsik New 90MVAR Reactor 1 energized at 1540H. (Ongoing Commissioning)  [WEBSMS],CLUZ,other,transformer
2023-04-22 3:18:45 PM,Mindanao Grid-04/22/2023 15:17: Toril SS 230KV Bus 2 auto tripped at 1449H with ind. Bus Differential trip Phase C with no Lines and Load affected. Waiting for clearance from MTD B to restore said Bus.  [WEBSMS],CMIN,outage,plant
2023-04-22 2:48:12 PM,Mindanao Grid-04/22/2023 14:46: Agus 2 HEP Unit no. 1 cut-in at 1440H from forced outage. Follow RTD.  [WEBSMS],CMIN,outage,plant
2023-04-22 2:48:11 PM,Mindanao Grid-04/22/2023 14:45: WMPC DG04 cut-in at 1353H for RPS; System Voltage Requirements.  [WEBSMS],CMIN,other,plant
2023-04-22 12:58:39 PM,Mindanao Grid-04/22/2023 12:58: Agus 2 HEP Unit no. 1 tripped at 1247H. Cause: governor oil level low indication. Frequency dipped to a low of 59.777 Hz.  [WEBSMS],CMIN,outage,plant
2023-04-22 12:56:24 PM,"[NSO Update] Mindanao Grid-04/22/2023 12:54: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=13211MW, PK=10941MW, RR=170MW, NetOpMargin: PM=2100, EVE=1870 Highest Unit O/L: GNPD 1 & 2 @ 668MW Derated Plant: Calaca 1 @ 130MW, Calaca 2 @ 180MW, Masinloc 2 @ 330MW, Masinloc 3 @ 305MW, Sual 1 @ 580MW [WEBSMS]",CMIN,other,plant
2023-04-22 12:38:02 PM,"[NSO Update] Mindanao Grid-04/22/2023 12:35: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=3054MW, PK=2126MW, RR=46MW, NetOpMargin: PM=882, EVE=873 Highest Unit O/L: GNPK 1 & 4 @ 138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @47.5MW, MA2 @31.5MW, AG1 @52MW, AG2 @38MW, AG4 @107MW, AG6 @124MW, AG7 @30MW, PG4 @140MW [WEBSMS]",CMIN,other,plant
2023-04-22 12:35:59 PM,"[NSO Update] Visayas Grid-04/22/2023 12:34: GRID UPDATE AS OF 1:00 PM System Condition: NORMAL CAP=2622MW, PK=2025MW, RR=40MW, NetOpMargin: PM=557, EVE=298 Highest Unit O/L: THVI 1 & 2 @ 169MW Derated Plant: TPC Thermal @ 82MW, EDC Total @ 328MW, PGPP 1 @ 110MW [WEBSMS]",CVIS,other,plant
2023-04-22 11:01:38 AM,"Mindanao Grid-04/22/2023 11:01: KEGI JIMENEZ DG 1 cut in at 0831H for RPS, Call time 0822H, RPS start 0836H, attained full load at 0840H  [WEBSMS]",CMIN,other,plant
2023-04-22 11:01:16 AM,"Mindanao Grid-04/22/2023 11:00: WMPC DG05 and DG10 cut-in at 0856H and 1001H, respectively. RPS; System Voltage Requirement.  [WEBSMS]",CMIN,other,plant
2023-04-22 10:10:12 AM,Mindanao Grid-04/22/2023 10:10: Aurora-Nagamin 138KV line 1 reenergized at 0846H due to hotspot obseved at Nagamin SS particularly at 7-03CB04NAA Phase B facing CT.  [WEBSMS],CMIN,other,line
2023-04-22 9:54:33 AM,Mindanao Grid-04/22/2023 09:51: Voltage Fluctuation was experienced at ZACC AOR at 0840H & resulted to Automatic Load Disengagement (ALD) with a total load drop of 32.30MW and auto-tripping of Nagamin SS SVC with an indication of cooling system tripped. System Freq reached as high as 60.62 Hz and recovered to 60.299 Hz after 16 seconds. Cause is still undetermined.  For further investigation/study.  [WEBSMS],CMIN,outage,plant
2023-04-22 8:27:44 AM,Luzon Grid-04/22/2023 08:27: Malaya SS 300MVA T01 de-energized at 0823H (Planned Outage)  [WEBSMS],CLUZ,outage,transformer
2023-04-22 8:12:56 AM,"Mindanao Grid-04/22/2023 08:13: AURORA - NAGAMIN 138KV LINE 1 deenergized at 0805H, TL Maintenance / Planned outage / PO00AA / GOMP.  [WEBSMS]",CMIN,outage,line
2023-04-22 7:44:24 AM,"Mindanao Grid-04/22/2023 07:43: NABUNTURAN POWER TRANSFORMER # 1 deenergized at 0738H/Planned Outage, PO00AC / Non-GOMP.  [WEBSMS]",CMIN,outage,transformer
2023-04-22 7:34:23 AM,Mindanao Grid-04/22/2023 07:31: Matanao-Toril 138kV L1 de-energized at 0706H for TL maintenance with Ride-on SS activities both at Matanao & Toril SS (@ 138kV side only). Planned Outage. PO00AA / GOMP.  [WEBSMS],CMIN,outage,line
2023-04-22 7:29:23 AM,Mindanao Grid-04/22/2023 07:27: Tagoloan-Opol 138kV Line de-energized at 0645H for TL maintenance with Ride-on SS activities both at Tagoloan & Opol SS. Planned Outage. PO00AA / GOMP.  [WEBSMS],CMIN,outage,line
2023-04-22 7:24:23 AM,Mindanao Grid-04/22/2023 07:24: Tagoloan-Villanueva 138kV L1 de-energized at 0644H for TL maintenance with Ride-on SS activities both at Tagoloan & at Villanueva SS. Planned Outage. PO00AA / GOMP.  [WEBSMS],CMIN,outage,line
2023-04-22 7:19:47 AM,Mindanao Grid-04/22/2023 07:20: Manolo Fortich 2 Unit no. 4 cut-out at 0701H for PMS (GOMP). RTD is maintained on remaining online units.  [WEBSMS],CMIN,restoration,plant
2023-04-22 6:13:33 AM,Luzon Grid-04/22/2023 06:13: Casecnan-Nagsaag 230kV Line 2 de-energized at 0613H (Planned Outage)  [WEBSMS],CLUZ,outage,line
2023-04-22 5:57:36 AM,"[NSO Update] Luzon Grid-04/22/2023 05:50: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=13495MW, PK=10898MW, RR=170MW, NetOpMargin: AM=2428, PM=2395, EVE=1919 Highest Unit O/L: GNPD U1&U2 @668MW Derated Plant: CLC2 @180MW, GMEC 1 @240MW, MSLC3 @280MW, SUAL 1 @580MW [WEBSMS]",CLUZ,other,plant
2023-04-22 5:55:02 AM,"[NSO Update] Mindanao Grid-04/22/2023 05:55: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=3068MW, PK=1981MW, RR=50MW, NetOpMargin: AM=1037, PM=840, EVE=881 Highest Unit O/L: GNPK U1&U4 @138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @47.5MW, MA2 @31.5MW, AG1 @52MW, AG2 @38MW, AG4 @107MW, AG6 @124MW, AG7 @30MW, PG4 @140MW [WEBSMS]",CMIN,other,plant
2023-04-22 5:54:25 AM,"[NSO Update] Visayas Grid-04/22/2023 05:52: GRID UPDATE AS OF 6:00 AM System Condition: NORMAL CAP=2656MW, PK=2035MW, RR=0MW, NetOpMargin: AM=622, PM=493, EVE=216 Highest Unit O/L: THVI U1&U2 @169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @328MW [WEBSMS]",CVIS,other,plant
2023-04-22 5:24:14 AM,Luzon Grid-04/22/2023 05:22: San Jose SS 230kV Bus 1 de-energized at 0521H. Planned Outage.  [WEBSMS],CLUZ,outage,line
2023-04-22 4:30:51 AM,Luzon Grid-04/22/2023 04:25: Binan SS 300MVA T03 restored at 0424H (Planned Outage)  [WEBSMS],CLUZ,restoration,transformer
2023-04-22 4:26:10 AM,[NSO Update] Mindanao Grid-04/22/2023 04:26: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CMIN,other,weather
2023-04-22 4:25:55 AM,[NSO Update] Visayas Grid-04/22/2023 04:25: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CVIS,other,weather
2023-04-22 4:24:54 AM,[NSO Update] Luzon Grid-04/22/2023 04:25: Weather Update: Easterlies affecting the eastern sections of Visayas and Mindanao.  [WEBSMS],CLUZ,other,weather
2023-04-22 12:25:29 AM,Visayas Grid-04/22/2023 00:25: 230 KV DaanBantayan-Compostela L2 energized at 0024H.  [WEBSMS],CVIS,other,plant
2023-04-22 12:10:32 AM,Luzon Grid-04/22/2023 00:09: Binan SS 300MVA T03 de-energized at 0008H (Planned Outage)  [WEBSMS],CLUZ,outage,transformer
2023-04-22 12:08:39 AM,"Visayas Grid-04/22/2023 00:07: Compostela SS indication at L2:BC, 34. 5 km. at L1:B, 25.7 km  [WEBSMS]",CVIS,other,plant
2023-04-22 12:05:36 AM,Visayas Grid-04/22/2023 00:04: 230 KV DaanBantayan-Compostela L2 tripped at 2357H w/a load of 52MW.  [WEBSMS],CVIS,outage,plant
2023-04-21 10:23:46 PM,Mindanao Grid-04/21/2023 22:22: WMPC DG5 CUT-OUT AT 2214H. RPS: System voltage requirement. [WEBSMS],CMIN,outage,plant
2023-04-21 10:21:24 PM,Mindanao Grid-04/21/2023 22:21: WMPC DG9 cut-out at 2204H. RPS: System voltage requirement. [WEBSMS],CMIN,outage,plant
2023-04-21 8:26:15 PM,Mindanao Grid-04/21/2023 20:25: MA3 cut-in at 2016H. From FO. [WEBSMS],CMIN,other,plant
2023-04-21 6:00:09 PM,"[NSO Update] Mindanao Grid-04/21/2023 17:59: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2982MW, PK=2006MW, RR=36MW, NetOpMargin: EVE=941 Highest Unit O/L: GNPK @138MW Derated Plant: MCC @100MW, MCO @270MW, MPC @40MW, MA1 @47.5MW, MA2 @29.5MW, AG1 @52MW, AG2 @38MW, AG4 @107MW, AG6 @124MW, AG7 @30MW, PG4 @132MW [WEBSMS]",CMIN,other,plant
2023-04-21 5:56:31 PM,"[NSO Update] Visayas Grid-04/21/2023 17:54: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2321MW, PK=2089MW, RR=0MW, NetOpMargin: EVE=232 Highest Unit O/L: THVI 1&2 @169MW Derated Plant: TPC-Thermal @82MW, Leyte A (total) @315MW [WEBSMS]",CVIS,other,plant
2023-04-21 5:56:06 PM,Luzon Grid-04/21/2023 17:54: Bolo 90MVAR Shunt Reactor 2 - declared available at 1751H. (Planned Outage)  [WEBSMS],CLUZ,outage,transformer
2023-04-21 5:53:15 PM,"[NSO Update] Luzon Grid-04/21/2023 17:53: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=12704MW, PK=10754MW, RR=40MW, NetOpMargin: EVE=1911 Highest Unit O/L: GNPD 1&2 @668MW Derated Plant: CLC2 @180MW, GMEC 1 @240MW, MSLC2 @330MW, MSLC3 @215MW, SUAL 1 @580MW [WEBSMS]",CLUZ,other,plant
2023-04-21 5:06:47 PM,Mindanao Grid-04/21/2023 17:06: WMPC DG7 cut-out at 1704H. RPS: System voltage requirement. [WEBSMS],CMIN,outage,plant
2023-04-21 5:06:45 PM,Luzon Grid-04/21/2023 17:04: San Jose-Quezon 230kV line 2 - restored at 1703H. (Planned Outage)  [WEBSMS],CLUZ,restoration,line
2023-04-21 4:47:06 PM,Luzon Grid-04/21/2023 16:47: Avion Unit 2 - synchronized at 1644H from an unplanned outage.  [WEBSMS],CLUZ,restoration,plant
2023-04-21 4:33:25 PM,"Mindanao Grid-04/21/2023 16:30: Gensan SS Power Transformer No. 1 energized at 1621H, FO27AC/Non GOMP. SAS Migration and interfacing to HMI requested by P & E.  [WEBSMS]",CMIN,other,transformer
2023-04-21 4:12:28 PM,"Visayas Grid-04/21/2023 16:12: 138 kV Colon - Dumanjug Line 2 re-energized at 1610H, pre-arranged activity completed  [WEBSMS]",CVIS,restoration,line
